Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,App specific
jmeter_login_and_view_dashboard,200,955,746,924,1261,8805,446,10790,0.0,False
jmeter_view_issue,14413,356,348,402,424,477,284,2627,0.0,False
jmeter_search_jql,4666,719,710,798,827,893,573,4662,0.0,False
jmeter_view_dashboard,4233,197,193,228,244,279,135,533,0.0,False
jmeter_view_scrum_board,3390,262,261,316,331,370,182,2964,0.0,False
jmeter_view_backlog,2533,431,424,483,508,567,352,1414,0.0,False
jmeter_view_kanban_board,2956,294,284,379,415,487,196,1123,0.0,False
jmeter_create_issue:open_quick_create,1697,87,85,98,103,132,67,1872,0.0,False
jmeter_create_issue:fill_and_submit_issue_form,1697,503,491,552,573,617,446,3406,0.0,False
jmeter_browse_projects,3799,107,105,122,129,162,83,219,0.0,False
jmeter_edit_issue:open_editor,2113,187,184,210,220,254,151,349,0.0,False
jmeter_edit_issue:save_edit,2113,606,553,750,880,1384,274,2560,0.0,False
jmeter_view_project_summary,1267,177,175,203,212,241,135,458,0.0,False
jmeter_add_comment:open_comment,841,141,137,164,177,218,109,247,0.0,False
jmeter_add_comment:save_comment,840,565,559,611,635,681,489,752,0.0,False
jmeter_browse_boards,414,116,113,128,138,168,97,222,0.0,False
selenium_login:open_login_page,106,146,108,124,129,145,95,4000,0.0,False
selenium_login:login_and_view_dashboard,106,1010,882,1560,1666,2055,713,3464,0.0,False
selenium_login,106,1174,1006,1680,1796,2201,829,7817,0.0,False
selenium_project_summary,106,415,360,420,457,549,301,5379,0.0,False
selenium_browse_projects_list,106,278,265,327,343,400,222,669,0.0,False
selenium_browse_boards_list,106,263,225,253,268,371,204,3734,0.0,False
selenium_create_issue:open_quick_create,106,1100,890,1816,1996,2150,623,2204,0.0,False
selenium_create_issue:fill_and_submit_issue_form:submit_issue_form,106,1398,1358,1968,2070,2198,619,2297,0.0,False
selenium_create_issue:fill_and_submit_issue_form,106,2018,2000,2584,2716,2886,1158,2941,0.0,False
selenium_create_issue,106,3119,2938,4300,4641,4827,1810,5147,0.0,False
selenium_edit_issue:open_edit_issue_form,106,475,454,511,540,777,409,1403,0.0,False
selenium_edit_issue:save_edit_issue_form,106,554,534,648,676,798,468,817,0.0,False
selenium_edit_issue,106,1563,1526,1648,1774,2343,1416,2823,0.0,False
selenium_save_comment:open_comment_form,106,215,205,244,292,350,182,428,0.0,False
selenium_save_comment:submit_form,106,903,872,940,959,1054,768,3781,0.0,False
selenium_save_comment,106,2468,2472,3064,3122,3336,1311,4750,0.0,False
selenium_search_jql,106,1615,1574,2144,2206,2325,1035,3529,0.0,False
selenium_view_scrum_board_backlog,106,1785,1864,2256,2327,2517,870,3071,0.0,False
selenium_view_scrum_board,106,1594,1569,2193,2254,2446,800,3050,0.0,False
selenium_view_kanban_board,106,1586,1548,2138,2239,2365,741,2376,0.0,False
selenium_view_dashboard,106,523,506,570,579,667,452,1192,0.0,False
selenium_view_issue,106,554,540,626,680,778,464,890,0.0,False
zephyr_scale_view_test_case_in_issue_view,106,637,625,703,736,802,517,1311,0.0,True
zephyr_scale_view_test_cycle_in_issue_view,106,603,596,696,710,780,483,826,0.0,True
zephyr_scale_view_test_plan_in_issue_view,106,572,558,653,693,806,462,875,0.0,True
selenium_log_out,106,351,348,379,403,423,306,441,0.0,False
