Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,App specific
jmeter_login_and_view_dashboard,200,136,132,152,158,186,118,199,0.0,False
jmeter_view_page:open_page,4995,261,254,335,365,431,146,1669,0.0,False
jmeter_view_blog,1957,405,412,517,551,624,196,773,0.0,False
jmeter_view_dashboard,1508,80,77,93,102,131,65,174,0.0,False
jmeter_comment_page,1204,73,67,99,113,152,45,882,0.0,False
jmeter_view_attachment,902,187,174,261,287,352,103,589,0.0,False
jmeter_search_cql:recently_viewed,602,37,37,46,49,74,13,96,0.0,False
jmeter_search_cql:search_results_2_words,602,1120,1100,1225,1273,1427,1004,1631,0.0,False
jmeter_create_and_edit_page:create_page_editor,1351,90,87,105,117,154,70,185,0.0,False
jmeter_create_and_edit_page:create_page,1351,273,260,333,355,414,211,565,0.0,False
jmeter_create_and_edit_page:open_editor,1351,19,18,21,23,44,13,103,0.0,False
jmeter_create_and_edit_page:edit_page,1351,299,293,332,351,395,261,457,0.0,False
jmeter_create_and_edit_page:quick_edit_page,1351,283,276,311,332,374,248,1656,0.0,False
jmeter_create_blog:blog_editor,752,114,110,128,141,188,97,199,0.0,False
jmeter_create_blog:feel_and_publish,752,346,371,456,487,563,212,663,0.0,False
jmeter_upload_attachment,1022,361,340,527,592,735,204,1970,0.0,False
jmeter_search_cql:search_results_3_words,594,1684,1666,1804,1881,2057,1502,2849,0.0,False
jmeter_upload_emoji,587,196,193,212,229,262,164,361,0.0,False
jmeter_like_page,437,39,42,47,50,72,16,117,0.0,False
selenium_login:open_login_page_dom,74,135,126,139,143,302,117,707,0.0,False
selenium_login:login_and_view_dashboard_dom,74,173,168,184,191,276,150,408,0.0,False
selenium_login,74,1971,1960,2630,2710,2774,846,2781,0.0,False
selenium_view_blog_dom,74,841,835,981,999,1686,472,1896,0.0,False
selenium_view_blog,74,1352,1272,1875,1973,2243,729,2733,0.0,False
selenium_view_dashboard_dom,74,258,210,414,421,495,137,525,0.0,False
selenium_view_dashboard,74,665,436,1530,2127,2461,264,2528,0.0,False
selenium_view_page_dom,74,616,592,685,704,1373,423,1404,0.0,False
selenium_view_page,74,1224,1218,1387,1512,2026,825,2068,0.0,False
selenium_view_page_from_cache_dom,74,423,398,503,544,693,331,715,0.0,False
selenium_view_page_from_cache,74,887,827,1105,1234,1443,710,1596,0.0,False
selenium_create_page:open_create_page_editor_dom,74,610,591,631,658,953,556,1552,0.0,False
selenium_create_page:save_created_page_dom,74,404,432,462,468,485,299,494,0.0,False
selenium_create_page,74,2926,2916,3050,3172,3384,2659,3786,0.0,False
selenium_edit_page_by_url:open_create_page_editor_dom,74,517,497,608,636,682,413,719,0.0,False
selenium_edit_page_by_url:save_edited_page_dom,74,507,518,588,603,640,360,679,0.0,False
selenium_edit_page_by_url,74,4216,4156,5255,5471,6137,3064,6733,0.0,False
selenium_cql_search_two_words,74,3352,3025,5110,5427,5614,1839,5733,0.0,False
selenium_quick_edit_page_click:open_create_page_editor_dom,74,408,392,477,494,532,310,589,0.0,False
selenium_quick_edit_page_click:save_edited_page_dom,74,415,402,481,500,521,328,533,0.0,False
selenium_quick_edit_page_click,74,4371,4226,5065,6119,7315,3184,7554,0.0,False
selenium_create_comment:write_comment,74,1521,1515,2196,2291,2356,648,2367,0.0,False
selenium_create_comment:save_comment,74,607,619,634,636,670,205,733,0.0,False
selenium_create_comment,74,3196,3189,3862,3948,4144,2138,4324,0.0,False
selenium_cql_search_three_words,74,3803,3534,5378,5690,5943,2418,6080,0.0,False
zscale_specific_user_login,222,1936,1940,2627,2729,2939,679,4610,0.0,True
view_test_cases_by_status_action,74,760,744,790,808,1057,623,1584,0.0,True
view_test_cases_by_project_action,74,606,580,696,719,926,502,961,0.0,True
view_test_cases_by_folder_action,74,630,628,701,715,764,523,855,0.0,True
selenium_log_out,74,273,259,324,353,408,238,455,0.0,False
