Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,App specific
jmeter_login_and_view_dashboard,200,919,784,1198,1467,1581,515,1682,0.0,False
jmeter_view_dashboard,4232,295,292,320,330,349,259,412,0.0,False
jmeter_view_issue,14409,465,462,496,509,538,403,1687,0.0,False
jmeter_search_jql,4665,946,938,1027,1054,1107,772,2521,0.0,False
jmeter_view_scrum_board,3389,400,397,443,463,496,306,1427,0.0,False
jmeter_view_backlog,2532,718,691,927,1018,1093,508,1258,0.0,False
jmeter_create_issue:open_quick_create,1697,162,156,193,200,224,127,320,0.0,False
jmeter_create_issue:fill_and_submit_issue_form,1696,569,560,616,636,704,491,1682,0.0,False
jmeter_view_kanban_board,2955,403,387,488,511,548,350,619,0.0,False
jmeter_browse_projects,3797,167,164,184,189,201,144,234,0.0,False
jmeter_edit_issue:open_editor,2113,280,274,312,320,344,240,390,0.0,False
jmeter_edit_issue:save_edit,2112,646,630,704,780,1226,381,1845,0.0,False
jmeter_view_project_summary,1266,350,348,377,387,410,297,676,0.0,False
jmeter_add_comment:open_comment,840,229,226,248,255,272,202,312,0.0,False
jmeter_add_comment:save_comment,840,651,645,698,716,761,579,870,0.0,False
jmeter_browse_boards,414,209,206,229,235,255,186,305,0.0,False
selenium_login:open_login_page,170,131,128,136,141,146,116,621,0.0,False
selenium_login:login_and_view_dashboard,170,670,637,747,762,784,598,3440,0.0,False
selenium_login,170,803,768,876,890,911,719,4062,0.0,False
selenium_browse_projects_list,170,291,288,300,306,330,268,748,0.0,False
selenium_browse_boards_list,170,822,820,833,844,881,756,2758,0.0,False
selenium_create_issue:open_quick_create,170,677,674,703,713,758,624,1127,0.0,False
selenium_create_issue:fill_and_submit_issue_form:submit_issue_form,170,912,742,1156,1159,1165,613,1621,0.0,False
selenium_create_issue:fill_and_submit_issue_form,170,1432,1322,1706,1721,1750,1007,2116,0.0,False
selenium_create_issue,170,2109,2015,2389,2399,2460,1649,3243,0.0,False
selenium_edit_issue:open_edit_issue_form,170,469,462,493,501,521,430,1024,0.0,False
selenium_edit_issue:save_edit_issue_form,170,554,533,577,764,826,501,837,0.0,False
selenium_edit_issue,170,1543,1518,1590,1766,1867,1453,2384,0.0,False
selenium_save_comment:open_comment_form,170,301,321,373,386,479,227,534,0.0,False
selenium_save_comment:submit_form,170,918,920,971,1014,1068,779,2138,0.0,False
selenium_save_comment,170,1621,1681,1886,1918,1993,1258,2991,0.0,False
selenium_search_jql,170,1534,1517,1651,1674,1709,1366,2900,0.0,False
selenium_view_scrum_board_backlog,170,1045,964,1343,1377,1499,866,3405,0.0,False
selenium_view_scrum_board,170,950,933,1029,1051,1077,862,3100,0.0,False
selenium_view_kanban_board,170,1280,1322,1589,1667,1738,831,1773,0.0,False
selenium_view_dashboard,170,495,478,556,585,756,421,1019,0.0,False
selenium_view_issue,170,628,623,694,712,743,522,760,0.0,False
selenium_project_summary,170,351,286,362,861,929,245,2183,0.0,False
selenium_log_out,170,391,383,442,460,470,349,471,0.0,False
