Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,App specific
jmeter_login_and_view_dashboard,200,895,892,951,983,1103,807,1285,0.0,False
jmeter_view_page:open_page,7078,261,248,333,362,452,159,2343,0.0,False
jmeter_view_dashboard,1223,821,819,877,898,945,758,1943,0.0,False
jmeter_comment_page,915,71,68,84,93,122,53,299,0.0,False
jmeter_view_attachment,616,205,200,262,287,339,141,591,0.0,False
jmeter_view_blog,1527,343,314,521,573,643,168,1084,0.0,False
jmeter_create_and_edit_page:create_page_editor,1064,149,143,160,169,272,121,937,0.0,False
jmeter_search_cql:recently_viewed,1369,19,18,25,27,33,7,161,0.0,False
jmeter_search_cql:search_results,1367,482,478,523,542,592,286,675,0.0,False
jmeter_create_and_edit_page:create_page,1055,305,287,362,383,451,256,1353,0.0,False
jmeter_create_and_edit_page:open_editor,1055,50,48,56,61,96,39,335,0.0,False
jmeter_create_blog:blog_editor,452,166,158,184,193,296,136,1289,0.0,False
jmeter_create_blog:feel_and_publish,452,338,300,564,585,610,267,1414,0.0,False
jmeter_create_and_edit_page:edit_page,1042,347,335,397,421,496,301,677,0.0,False
jmeter_upload_attachment,748,384,359,486,540,618,286,1166,0.0,False
jmeter_like_page,296,30,26,42,45,56,16,453,0.0,False
selenium_login:open_login_page,201,125,122,128,134,146,113,414,0.0,False
selenium_login:login_and_view_dashboard,201,274,269,306,313,328,239,463,0.0,False
selenium_login,201,469,461,501,513,615,424,852,0.0,False
selenium_view_page,201,604,574,718,834,1101,461,1306,0.0,False
selenium_create_page:open_create_page_editor,201,970,963,1041,1078,1129,846,1835,0.0,False
selenium_create_page:save_created_page,201,835,684,755,843,2485,618,20539,0.0,False
selenium_create_page,201,1940,1785,1924,2046,3594,1635,21622,0.0,False
selenium_edit_page:open_create_page_editor,201,3168,2692,6008,6818,7405,1088,7520,0.0,False
selenium_edit_page:save_edited_page,201,898,837,1157,1267,1410,713,1673,0.0,False
selenium_edit_page,201,4089,3571,7062,7637,8280,1857,8495,0.0,False
selenium_create_comment:write_comment,201,444,296,712,733,771,227,790,0.0,False
selenium_create_comment:save_comment,201,519,612,656,660,673,130,681,0.0,False
selenium_create_comment,201,1482,1449,1858,1925,1987,855,2056,0.0,False
selenium_view_blog,201,763,710,932,1110,1402,545,1510,0.0,False
selenium_view_dashboard,201,217,221,258,264,284,161,319,0.0,False
zscale_specific_user_login,603,431,424,471,480,504,391,605,0.0,True
view_test_cases_by_status_action,201,770,764,792,804,842,724,1246,0.0,True
view_test_cases_by_project_action,201,774,770,798,808,863,740,927,0.0,True
view_test_cases_by_folder_action,201,770,768,787,801,822,666,856,0.0,True
selenium_log_out,201,111,108,122,130,144,102,175,0.0,False
