Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,App specific
jmeter_login_and_view_dashboard,200,92,92,105,113,144,68,181,0.0,False
jmeter_view_page:open_page,5290,186,180,230,249,284,112,1214,0.0,False
jmeter_view_blog,2072,342,355,435,467,525,116,673,0.0,False
jmeter_view_dashboard,1597,64,59,80,99,114,49,896,0.0,False
jmeter_comment_page,1275,35,32,44,51,68,24,99,0.0,False
jmeter_view_attachment,956,127,120,167,182,213,84,283,0.0,False
jmeter_search_cql:recently_viewed,637,15,14,20,22,27,9,50,0.0,False
jmeter_search_cql:search_results,636,3509,3182,4973,8458,20479,148,22937,0.0,False
jmeter_create_and_edit_page:create_page_editor,1431,71,67,82,88,112,56,1177,0.0,False
jmeter_create_and_edit_page:create_page,1431,179,174,204,216,240,146,274,0.0,False
jmeter_create_and_edit_page:open_editor,1431,13,13,15,17,28,8,77,0.0,False
jmeter_create_and_edit_page:edit_page,1431,198,195,218,229,268,170,325,0.0,False
jmeter_create_and_edit_page:quick_edit_page,1430,189,186,206,217,251,165,280,0.0,False
jmeter_create_blog:blog_editor,796,83,81,92,98,131,70,200,0.0,False
jmeter_create_blog:feel_and_publish,796,276,300,346,365,413,144,533,0.0,False
jmeter_upload_attachment,1079,281,265,406,440,531,154,1517,0.0,False
jmeter_like_page,463,20,20,23,25,41,8,75,0.0,False
jmeter_upload_emoji,311,96,94,109,114,136,73,195,0.0,False
selenium_login:open_login_page,70,88,80,87,93,263,71,565,0.0,False
selenium_login:login_and_view_dashboard,70,166,163,178,187,265,139,431,0.0,False
selenium_view_blog,70,1008,1040,1158,1237,1732,556,1953,0.0,False
selenium_view_dashboard,70,139,136,155,165,200,115,255,0.0,False
selenium_view_page,70,715,718,808,834,1061,490,1418,0.0,False
selenium_view_page_from_cache,70,472,514,626,640,650,293,653,0.0,False
selenium_create_page:open_create_page_editor,70,809,859,1013,1044,1515,453,2506,0.0,False
selenium_create_page:save_created_page,70,570,566,696,724,752,248,791,0.0,False
selenium_edit_page_by_url:open_create_page_editor,70,748,822,981,1044,1187,318,1239,0.0,False
selenium_edit_page_by_url:save_edited_page,70,634,643,814,879,1222,298,1692,0.0,False
selenium_quick_edit_page_click:open_create_page_editor,70,396,355,554,630,685,276,728,0.0,False
selenium_quick_edit_page_click:save_edited_page,70,554,572,730,803,858,281,900,0.0,False
selenium_create_comment:write_comment,70,1334,1304,2081,2154,2289,494,2303,0.0,False
selenium_create_comment:save_comment,70,598,596,606,607,610,589,611,0.0,False
selenium_create_comment,70,2632,2624,3390,3503,3631,1655,3702,0.0,False
selenium_cql_search,70,4579,4694,6159,6398,6730,1480,6908,0.0,False
zscale_specific_user_login,210,1422,1402,2051,2155,2281,758,2295,0.0,True
view_test_cases_by_status_action,70,843,770,846,891,2642,588,5065,0.0,True
view_test_cases_by_project_action,70,693,687,743,784,903,559,991,0.0,True
view_test_cases_by_folder_action,70,692,694,752,811,858,548,915,0.0,True
selenium_log_out,70,169,165,187,199,215,146,222,0.0,False
