Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,App specific
jmeter_login_and_view_dashboard,200,151,152,173,186,226,111,371,0.0,False
jmeter_view_page:open_page,4995,243,234,317,346,419,133,616,0.0,False
jmeter_view_blog,1957,370,364,472,494,566,162,843,0.0,False
jmeter_view_dashboard,1508,73,71,81,87,113,59,187,0.0,False
jmeter_comment_page,1204,77,70,111,125,166,46,234,0.0,False
jmeter_view_attachment,902,173,163,240,266,318,93,393,0.0,False
jmeter_search_cql:recently_viewed,602,31,30,40,43,52,13,90,0.0,False
jmeter_search_cql:search_results_2_words,602,1002,991,1066,1091,1173,913,1236,0.0,False
jmeter_create_and_edit_page:create_page_editor,1351,84,81,96,101,130,64,175,0.0,False
jmeter_create_and_edit_page:create_page,1351,254,244,303,327,380,198,696,0.0,False
jmeter_create_and_edit_page:open_editor,1351,18,17,22,24,30,11,93,0.0,False
jmeter_create_and_edit_page:edit_page,1351,291,283,331,358,437,241,604,0.0,False
jmeter_create_and_edit_page:quick_edit_page,1351,267,265,288,304,343,232,555,0.0,False
jmeter_create_blog:blog_editor,752,105,103,115,122,164,89,209,0.0,False
jmeter_create_blog:feel_and_publish,752,330,294,449,490,544,203,686,0.0,False
jmeter_upload_attachment,1022,334,307,491,537,664,190,798,0.0,False
jmeter_search_cql:search_results_3_words,594,1487,1474,1581,1617,1688,1364,1754,0.0,False
jmeter_upload_emoji,587,207,203,221,235,287,181,463,0.0,False
jmeter_like_page,437,36,38,46,48,76,14,121,0.0,False
selenium_login:open_login_page_dom,75,154,124,138,141,681,114,2208,0.0,False
selenium_login:login_and_view_dashboard_dom,75,183,176,196,200,330,151,649,0.0,False
selenium_login,75,2020,2011,2687,2772,3208,1060,4307,0.0,False
selenium_view_blog_dom,75,846,869,968,1010,1890,640,2392,0.0,False
selenium_view_blog,75,1425,1420,1946,2028,2757,920,2986,0.0,False
selenium_view_dashboard_dom,75,210,179,404,417,456,140,463,0.0,False
selenium_view_dashboard,75,653,401,1675,2008,2318,306,2361,0.0,False
selenium_view_page_dom,75,595,576,663,692,1010,455,1646,0.0,False
selenium_view_page,75,1200,1195,1362,1411,1709,919,2044,0.0,False
selenium_view_page_from_cache_dom,75,413,400,492,518,606,338,613,0.0,False
selenium_view_page_from_cache,75,882,820,1152,1219,1508,709,1558,0.0,False
selenium_create_page:open_create_page_editor_dom,75,616,593,628,643,1027,559,1951,0.0,False
selenium_create_page:save_created_page_dom,75,392,424,459,468,479,289,480,0.0,False
selenium_create_page,75,2919,2888,3097,3120,3674,2593,4736,0.0,False
selenium_edit_page_by_url:open_create_page_editor_dom,75,505,478,617,626,650,414,651,0.0,False
selenium_edit_page_by_url:save_edited_page_dom,75,521,509,591,604,920,364,1795,0.0,False
selenium_edit_page_by_url,75,4183,4174,4952,5302,6094,3190,6112,0.0,False
selenium_cql_search_two_words,75,3276,2967,4999,5261,5582,1777,5942,0.0,False
selenium_quick_edit_page_click:open_create_page_editor_dom,75,401,384,469,507,524,334,546,0.0,False
selenium_quick_edit_page_click:save_edited_page_dom,75,410,398,485,496,537,352,538,0.0,False
selenium_quick_edit_page_click,75,4334,4285,5032,5390,5813,3304,6294,0.0,False
selenium_create_comment:write_comment,75,1501,1479,2245,2309,2356,608,2358,0.0,False
selenium_create_comment:save_comment,75,621,622,632,637,726,239,794,0.0,False
selenium_create_comment,75,3186,3262,3911,4041,4310,2132,4423,0.0,False
selenium_cql_search_three_words,75,3802,3550,5451,5831,5994,2260,6081,0.0,False
zscale_specific_user_login,225,1962,1948,2678,2783,2968,688,5112,0.0,True
view_test_cases_by_status_action,75,761,748,784,791,1056,692,1659,0.0,True
view_test_cases_by_project_action,75,605,570,704,755,856,492,1006,0.0,True
view_test_cases_by_folder_action,75,629,624,697,705,727,518,745,0.0,True
selenium_log_out,75,263,256,297,316,364,232,389,0.0,False
