Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,App specific
jmeter_login_and_view_dashboard,200,1726,786,1478,6958,21134,294,25150,0.0,False
jmeter_view_issue,14404,511,468,718,810,962,305,2021,0.0,False
jmeter_view_dashboard,4230,282,257,405,485,589,148,749,0.0,False
jmeter_search_jql,4663,1009,924,1386,1517,1817,592,2659,0.0,False
jmeter_view_scrum_board,3388,387,365,539,595,719,193,943,0.0,False
jmeter_view_backlog,2532,606,553,855,961,1117,366,1471,0.0,False
jmeter_create_issue:open_quick_create,1697,118,96,189,221,267,61,1404,0.0,False
jmeter_create_issue:fill_and_submit_issue_form,1696,605,588,712,759,852,463,2403,0.0,False
jmeter_browse_projects,3797,167,149,244,289,372,92,607,0.0,False
jmeter_view_kanban_board,2954,421,388,644,727,866,195,1101,0.0,False
jmeter_edit_issue:open_editor,2112,273,243,420,483,575,164,1200,0.0,False
jmeter_edit_issue:save_edit,2111,778,712,1066,1227,1614,489,3068,0.0,False
jmeter_view_project_summary,1266,272,235,430,475,569,141,1071,0.0,False
jmeter_add_comment:open_comment,840,183,171,244,273,331,118,410,0.0,False
jmeter_add_comment:save_comment,840,731,712,895,973,1130,519,1954,0.0,False
jmeter_browse_boards,414,153,145,199,216,281,105,418,0.0,False
selenium_login:open_login_page,111,129,114,141,162,259,99,1204,0.0,False
selenium_login:login_and_view_dashboard,111,1449,933,1656,1712,2880,715,30365,0.0,False
selenium_login,111,1598,1076,1801,1912,3003,841,31585,0.0,False
selenium_project_summary,111,399,380,448,462,538,296,2404,0.0,False
selenium_browse_projects_list,111,278,267,327,360,446,215,550,0.0,False
selenium_browse_boards_list,111,294,240,297,322,1582,205,2012,0.0,False
selenium_create_issue:open_quick_create,111,1195,1168,1864,2005,2082,444,2089,0.0,False
selenium_create_issue:fill_and_submit_issue_form:submit_issue_form,111,1677,1656,2304,2401,2449,656,2534,0.0,False
selenium_create_issue:fill_and_submit_issue_form,111,2297,2276,2935,2996,3099,1117,3158,0.0,False
selenium_create_issue,111,3493,3449,4655,4921,5174,1943,5243,0.0,False
selenium_edit_issue:open_edit_issue_form,111,512,475,641,696,920,425,1103,0.0,False
selenium_edit_issue:save_edit_issue_form,111,616,603,737,778,916,463,1053,0.0,False
selenium_edit_issue,111,1737,1626,1980,2629,3138,1406,3311,0.0,False
selenium_save_comment:open_comment_form,111,240,231,295,326,347,186,383,0.0,False
selenium_save_comment:submit_form,111,988,959,1087,1148,1391,806,3383,0.0,False
selenium_save_comment,111,2561,2539,3140,3211,3314,1707,4272,0.0,False
selenium_search_jql,111,1894,1846,2346,2437,3342,1186,3556,0.0,False
selenium_view_scrum_board_backlog,111,1766,1858,2192,2280,2384,864,2468,0.0,False
selenium_view_scrum_board,111,1577,1544,2171,2237,2307,844,2311,0.0,False
selenium_view_kanban_board,111,1565,1564,2049,2134,2238,759,2263,0.0,False
selenium_view_dashboard,111,515,502,560,614,687,430,1329,0.0,False
selenium_view_issue,111,610,602,730,778,859,483,1076,0.0,False
selenium_log_out,111,346,338,400,420,435,293,438,0.0,False
