Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,App specific
jmeter_login_and_view_dashboard,200,1148,1104,1356,1431,1579,962,1832,0.0,False
jmeter_view_issue,14407,828,816,913,955,1046,675,1437,0.0,False
jmeter_search_jql,4663,1638,1621,1803,1873,2058,1234,2625,0.0,False
jmeter_view_dashboard,4231,684,672,766,794,857,564,1048,0.0,False
jmeter_view_scrum_board,3389,867,871,1031,1077,1176,634,1406,0.0,False
jmeter_view_backlog,2532,1098,1125,1318,1373,1497,768,1872,0.0,False
jmeter_create_issue:open_quick_create,1697,250,231,324,339,373,199,474,0.0,False
jmeter_create_issue:fill_and_submit_issue_form,1697,339,325,418,446,521,246,746,0.0,False
jmeter_view_kanban_board,2955,817,799,922,964,1055,684,1282,0.0,False
jmeter_browse_projects,3797,351,339,402,426,472,279,617,0.0,False
jmeter_edit_issue:open_editor,2113,485,474,536,559,615,408,758,0.0,False
jmeter_edit_issue:save_edit,2112,1009,985,1132,1200,1384,830,1869,0.0,False
jmeter_view_project_summary,1266,654,643,717,740,800,556,993,0.0,False
jmeter_add_comment:open_comment,840,446,436,494,511,548,391,675,0.0,False
jmeter_add_comment:save_comment,840,901,890,1001,1037,1139,760,1289,0.0,False
jmeter_browse_boards,414,405,392,455,474,515,352,545,0.0,False
selenium_login:open_login_page,115,165,153,196,217,244,136,715,0.0,False
selenium_login:login_and_view_dashboard,115,1881,2294,2810,2922,3011,687,3475,0.0,False
selenium_login,115,2047,2447,2969,3075,3157,841,4191,0.0,False
selenium_project_summary,115,475,466,521,539,554,326,804,0.0,False
selenium_browse_projects_list,115,345,348,389,398,418,270,458,0.0,False
selenium_browse_boards_list,115,1130,1129,1439,1471,1506,727,1526,0.0,False
selenium_create_issue:open_quick_create,115,1079,1083,1411,1447,1480,592,1498,0.0,False
selenium_create_issue:fill_and_submit_issue_form:submit_issue_form,115,962,945,1276,1311,1348,594,1383,0.0,False
selenium_create_issue:fill_and_submit_issue_form,115,1556,1528,1887,1944,1983,1138,2017,0.0,False
selenium_create_issue,115,2636,2632,3298,3387,3437,1867,3516,0.0,False
selenium_edit_issue:open_edit_issue_form,115,454,444,508,522,562,397,610,0.0,False
selenium_edit_issue:save_edit_issue_form,115,508,498,550,584,611,466,618,0.0,False
selenium_edit_issue,115,2161,2131,2455,2501,2542,1673,2558,0.0,False
selenium_save_comment:open_comment_form,115,249,241,283,309,327,204,390,0.0,False
selenium_save_comment:submit_form,115,789,785,855,874,978,631,1115,0.0,False
selenium_save_comment,115,2053,2047,2339,2403,2466,1475,2493,0.0,False
selenium_search_jql,115,1911,1836,2449,2526,2924,1388,3007,0.0,False
selenium_view_scrum_board_backlog,115,1485,1448,1886,1930,2045,883,2064,0.0,False
selenium_view_scrum_board,115,1296,1297,1609,1666,1710,846,1712,0.0,False
selenium_view_kanban_board,115,1328,1387,1610,1633,1681,795,1734,0.0,False
selenium_view_dashboard,115,462,455,500,520,541,405,948,0.0,False
selenium_view_issue,115,629,624,700,719,782,467,829,0.0,False
zephyr_scale_view_test_case_in_issue_view,115,673,661,751,807,840,529,896,0.0,True
zephyr_scale_view_test_cycle_in_issue_view,115,658,654,715,741,772,523,807,0.0,True
zephyr_scale_view_test_plan_in_issue_view,115,681,667,754,771,970,558,1199,0.0,True
selenium_log_out,115,423,420,463,484,521,337,532,0.0,False
