Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,App specific
jmeter_login_and_view_dashboard,200,924,822,1177,1278,1505,502,1563,0.0,False
jmeter_view_issue,14410,456,453,484,496,528,396,723,0.0,False
jmeter_search_jql,4665,933,926,1011,1037,1093,734,1990,0.0,False
jmeter_view_dashboard,4232,294,291,315,325,347,259,502,0.0,False
jmeter_view_scrum_board,3389,396,393,437,459,488,301,678,0.0,False
jmeter_view_backlog,2532,721,697,932,1024,1080,530,1149,0.0,False
jmeter_create_issue:open_quick_create,1697,161,154,192,198,220,125,323,0.0,False
jmeter_create_issue:fill_and_submit_issue_form,1696,553,546,593,618,683,491,851,0.0,False
jmeter_view_kanban_board,2955,399,382,487,508,535,339,720,0.0,False
jmeter_browse_projects,3798,166,163,182,187,204,142,297,0.0,False
jmeter_edit_issue:open_editor,2113,275,269,306,315,337,241,447,0.0,False
jmeter_edit_issue:save_edit,2112,633,622,671,717,1221,384,1672,0.0,False
jmeter_view_project_summary,1266,347,345,373,380,401,298,533,0.0,False
jmeter_add_comment:open_comment,840,227,223,246,250,267,201,425,0.0,False
jmeter_add_comment:save_comment,840,644,639,686,704,751,578,912,0.0,False
jmeter_browse_boards,414,205,201,223,229,248,183,380,0.0,False
selenium_login:open_login_page,171,131,127,136,142,161,118,536,0.0,False
selenium_login:login_and_view_dashboard,171,781,772,816,853,1032,647,1887,0.0,False
selenium_login,171,913,900,941,988,1170,774,2424,0.0,False
selenium_browse_projects_list,171,289,287,301,306,375,265,455,0.0,False
selenium_browse_boards_list,171,806,815,829,834,869,750,925,0.0,False
selenium_create_issue:open_quick_create,171,676,676,707,714,745,612,763,0.0,False
selenium_create_issue:fill_and_submit_issue_form:submit_issue_form,171,849,701,1144,1150,1153,587,1154,0.0,False
selenium_create_issue:fill_and_submit_issue_form,171,1370,1262,1689,1719,1733,992,1737,0.0,False
selenium_create_issue,171,2047,1947,2379,2400,2424,1626,2443,0.0,False
selenium_edit_issue:open_edit_issue_form,171,465,460,484,510,546,428,642,0.0,False
selenium_edit_issue:save_edit_issue_form,171,566,537,639,803,829,501,860,0.0,False
selenium_edit_issue,171,1549,1519,1633,1796,1842,1462,2091,0.0,False
selenium_save_comment:open_comment_form,171,299,250,376,444,509,220,526,0.0,False
selenium_save_comment:submit_form,171,923,927,987,1011,1039,792,1130,0.0,False
selenium_save_comment,171,1634,1743,1861,1894,1921,1261,1948,0.0,False
selenium_search_jql,171,1358,1352,1423,1437,1475,1220,1494,0.0,False
selenium_view_scrum_board_backlog,171,1055,1005,1352,1380,1406,866,1439,0.0,False
selenium_view_scrum_board,171,916,908,951,975,1048,860,1108,0.0,False
selenium_view_kanban_board,171,1259,1271,1658,1729,1821,814,1893,0.0,False
selenium_view_dashboard,171,515,494,572,662,833,430,1146,0.0,False
selenium_view_issue,171,625,621,684,697,763,506,771,0.0,False
selenium_project_summary,171,375,309,799,855,912,246,963,0.0,False
zephyr_scale_view_test_case_in_issue_view,171,564,539,655,682,985,479,1091,0.0,True
zephyr_scale_view_test_cycle_in_issue_view,171,589,595,657,668,828,478,1144,0.0,True
zephyr_scale_view_test_plan_in_issue_view,171,550,546,604,635,710,479,729,0.0,True
selenium_log_out,171,391,380,422,478,516,350,540,0.0,False
